Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,TotalSpend,Family_Size,Customer_Tenure_Days,Log_TotalSpend,Accepted_Total,Cluster_KMeans,Cluster_Hier,Cluster_DBSCAN,Cluster_GMM,Cluster_KMeans_Label
PhD,Together,49269.0,1.0,0.0,2012-08-15,92.0,639.0,8.0,166.0,11.0,8.0,58.0,3.0,7.0,3.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,54.0,890.0,2.0,4886.0,6.792344427470809,0.0,0,1,-1,1,High Value
Graduation,Married,61456.0,0.0,1.0,2013-03-27,47.0,563.0,76.0,384.0,84.0,192.0,89.0,4.0,6.0,10.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,50.0,1388.0,2.0,4662.0,7.236339342754344,0.0,0,1,-1,1,High Value
Graduation,Married,37406.0,1.0,0.0,2013-10-10,18.0,2.0,0.0,8.0,2.0,2.0,3.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,45.0,17.0,2.0,4465.0,2.8903717578961645,0.0,1,0,0,0,Low Value
PhD,Together,56937.0,1.0,0.0,2012-08-04,81.0,746.0,8.0,125.0,11.0,8.0,8.0,7.0,8.0,6.0,9.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,1,44.0,906.0,2.0,4897.0,6.810142450115136,1.0,0,1,-1,1,High Value
Graduation,Married,38415.0,1.0,1.0,2013-01-02,91.0,22.0,1.0,13.0,4.0,0.0,4.0,2.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,47.0,44.0,3.0,4746.0,3.8066624897703196,0.0,1,0,-1,0,Low Value
Graduation,Single,20518.0,1.0,0.0,2014-05-18,58.0,4.0,1.0,6.0,4.0,1.0,9.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,37.0,25.0,2.0,4245.0,3.258096538021482,0.0,1,0,2,0,Low Value
Graduation,Married,62503.0,0.0,1.0,2013-02-18,40.0,478.0,0.0,193.0,110.0,75.0,117.0,4.0,8.0,3.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,69.0,973.0,2.0,4699.0,6.881411303642535,0.0,0,1,-1,1,High Value
PhD,Single,41644.0,1.0,1.0,2014-05-09,67.0,20.0,3.0,4.0,2.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,53.0,31.0,3.0,4254.0,3.4657359027997265,0.0,1,0,-1,0,Low Value
Master,Married,55842.0,0.0,1.0,2014-05-23,19.0,451.0,0.0,39.0,0.0,4.0,24.0,1.0,7.0,1.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,48.0,518.0,2.0,4240.0,6.251903883165888,0.0,0,1,-1,1,High Value
PhD,Married,62010.0,0.0,1.0,2012-10-23,93.0,371.0,22.0,39.0,6.0,0.0,92.0,4.0,6.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,53.0,530.0,2.0,4817.0,6.274762021241939,0.0,0,1,-1,1,High Value
Graduation,Married,41124.0,1.0,0.0,2012-10-31,41.0,281.0,7.0,84.0,15.0,0.0,119.0,7.0,7.0,3.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,48.0,506.0,2.0,4809.0,6.2285110035911835,0.0,1,1,-1,1,Low Value
Master,Married,38961.0,1.0,0.0,2013-12-30,60.0,19.0,7.0,19.0,0.0,1.0,24.0,1.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,52.0,70.0,2.0,4384.0,4.2626798770413155,0.0,1,0,-1,0,Low Value
Master,Divorced,37760.0,1.0,0.0,2013-08-11,54.0,26.0,3.0,13.0,2.0,10.0,0.0,1.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,53.0,54.0,2.0,4525.0,4.007333185232471,0.0,1,0,-1,0,Low Value
Graduation,Single,32233.0,1.0,0.0,2012-08-19,26.0,138.0,15.0,35.0,25.0,11.0,72.0,2.0,6.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,51.0,296.0,2.0,4882.0,5.6937321388027,1.0,1,1,-1,0,Low Value
Graduation,Married,43057.0,0.0,1.0,2013-10-30,30.0,213.0,2.0,44.0,0.0,2.0,5.0,4.0,4.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,50.0,266.0,2.0,4445.0,5.58724865840025,0.0,1,1,-1,0,Low Value
Master,Together,83151.0,0.0,0.0,2012-10-10,93.0,407.0,28.0,100.0,120.0,74.0,18.0,1.0,5.0,9.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,65.0,747.0,1.0,4830.0,6.617402977974478,0.0,0,1,-1,1,High Value
PhD,Divorced,78825.0,0.0,0.0,2012-09-14,35.0,483.0,74.0,114.0,169.0,37.0,18.0,1.0,5.0,10.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,61.0,895.0,1.0,4856.0,6.79794041297493,0.0,0,1,-1,1,High Value
Master,Together,65104.0,0.0,1.0,2013-11-14,4.0,738.0,0.0,232.0,13.0,20.0,50.0,2.0,3.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,49.0,1053.0,2.0,4430.0,6.960347729101308,0.0,0,1,-1,1,High Value
Graduation,Married,60093.0,0.0,1.0,2013-06-26,92.0,502.0,12.0,109.0,16.0,6.0,90.0,2.0,7.0,2.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,51.0,735.0,2.0,4571.0,6.601230118728877,0.0,0,1,-1,1,High Value
Graduation,Married,14045.0,1.0,0.0,2014-01-26,24.0,11.0,0.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,56.0,20.0,2.0,4357.0,3.044522437723423,0.0,1,0,0,0,Low Value
2n Cycle,Widow,28457.0,0.0,0.0,2012-10-28,96.0,24.0,1.0,108.0,29.0,29.0,14.0,1.0,4.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,73.0,205.0,1.0,4812.0,5.327876168789581,0.0,1,0,-1,0,Low Value
PhD,Together,78952.0,0.0,1.0,2012-09-24,11.0,1170.0,19.0,594.0,99.0,76.0,134.0,2.0,2.0,5.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,67.0,2092.0,2.0,4846.0,7.646353722445999,0.0,0,1,-1,1,High Value
Graduation,Divorced,46310.0,1.0,0.0,2012-12-03,99.0,185.0,2.0,88.0,15.0,5.0,14.0,2.0,6.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,49.0,309.0,2.0,4776.0,5.736572297479192,0.0,1,1,-1,0,Low Value
Graduation,Together,76005.0,0.0,0.0,2013-02-22,72.0,983.0,20.0,389.0,240.0,50.0,40.0,1.0,3.0,5.0,13.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,0,70.0,1722.0,1.0,4695.0,7.45182223652793,1.0,0,1,-1,1,High Value
Master,Single,58308.0,0.0,1.0,2013-01-12,77.0,691.0,0.0,69.0,10.0,0.0,130.0,4.0,2.0,6.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,61.0,900.0,2.0,4736.0,6.803505257608338,0.0,1,1,-1,1,Low Value
PhD,Divorced,55614.0,0.0,0.0,2013-11-27,85.0,504.0,13.0,131.0,8.0,0.0,26.0,1.0,9.0,4.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0,81.0,682.0,1.0,4417.0,6.52649485957079,1.0,0,1,-1,1,High Value
Master,Divorced,59432.0,0.0,1.0,2013-04-13,88.0,317.0,25.0,265.0,25.0,19.0,12.0,3.0,5.0,3.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,63.0,663.0,2.0,4645.0,6.498282149476434,0.0,0,1,-1,1,High Value
Graduation,Divorced,55563.0,0.0,1.0,2014-04-05,22.0,29.0,1.0,9.0,2.0,0.0,2.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,47.0,43.0,2.0,4288.0,3.784189633918261,0.0,1,0,-1,0,Low Value
PhD,Together,78642.0,0.0,1.0,2013-04-21,83.0,1396.0,0.0,322.0,46.0,35.0,17.0,1.0,4.0,9.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,54.0,1816.0,2.0,4637.0,7.504942068396171,0.0,0,1,-1,1,High Value
PhD,Together,67911.0,0.0,1.0,2014-05-22,63.0,529.0,0.0,356.0,63.0,28.0,0.0,3.0,6.0,7.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,76.0,976.0,2.0,4241.0,6.884486652042782,0.0,0,1,-1,1,High Value
Graduation,Married,65275.0,0.0,0.0,2013-04-03,9.0,388.0,14.0,218.0,91.0,14.0,21.0,1.0,4.0,3.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,81.0,746.0,1.0,4655.0,6.616065185132817,0.0,0,1,-1,1,High Value
Graduation,Together,27203.0,1.0,1.0,2012-08-06,92.0,13.0,2.0,21.0,4.0,0.0,24.0,2.0,1.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,75.0,64.0,3.0,4895.0,4.174387269895637,0.0,1,0,-1,0,Low Value
Master,Together,48330.0,0.0,1.0,2013-11-15,2.0,28.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,64.0,32.0,2.0,4429.0,3.4965075614664802,0.0,1,0,-1,0,Low Value
Basic,Married,24279.0,0.0,0.0,2012-12-29,6.0,16.0,36.0,21.0,20.0,62.0,108.0,1.0,4.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,35.0,263.0,1.0,4750.0,5.575949103146316,0.0,1,0,-1,0,Low Value
PhD,Married,64355.0,1.0,0.0,2012-08-24,66.0,1047.0,0.0,140.0,67.0,38.0,153.0,2.0,4.0,3.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,40.0,1445.0,2.0,4877.0,7.27655640271871,0.0,0,1,-1,1,High Value
Master,Together,50943.0,0.0,1.0,2013-06-21,49.0,31.0,0.0,7.0,2.0,0.0,6.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,69.0,46.0,2.0,4576.0,3.8501476017100584,0.0,1,1,-1,0,Low Value
Graduation,Widow,53653.0,0.0,0.0,2012-11-07,29.0,815.0,10.0,239.0,28.0,10.0,108.0,2.0,10.0,4.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,72.0,1210.0,1.0,4802.0,7.099201743553092,0.0,0,1,-1,1,High Value
Graduation,Married,65665.0,0.0,1.0,2013-12-02,77.0,225.0,162.0,387.0,106.0,36.0,29.0,1.0,5.0,10.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,49.0,945.0,2.0,4412.0,6.852242569051878,0.0,0,1,-1,1,High Value
Graduation,Single,81217.0,0.0,0.0,2013-07-19,77.0,493.0,70.0,324.0,146.0,40.0,84.0,1.0,3.0,7.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,36.0,1157.0,1.0,4548.0,7.05444965813294,0.0,0,1,-1,1,High Value
Graduation,Married,34935.0,0.0,0.0,2013-06-21,71.0,34.0,4.0,66.0,3.0,10.0,20.0,1.0,2.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,33.0,137.0,1.0,4576.0,4.927253685157205,0.0,1,0,-1,0,Low Value
Graduation,Divorced,61250.0,0.0,1.0,2012-12-16,49.0,382.0,138.0,65.0,60.0,26.0,59.0,6.0,5.0,2.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,66.0,730.0,2.0,4763.0,6.594413459749778,0.0,0,1,-1,1,High Value
PhD,Together,39665.0,1.0,0.0,2013-05-25,97.0,127.0,1.0,56.0,0.0,1.0,31.0,3.0,4.0,2.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,44.0,216.0,2.0,4603.0,5.37989735354046,1.0,1,0,-1,0,Low Value
Graduation,Single,60152.0,0.0,1.0,2013-03-28,6.0,325.0,83.0,300.0,86.0,58.0,91.0,1.0,6.0,4.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,46.0,943.0,2.0,4661.0,6.8501261661455,0.0,0,1,-1,1,High Value
Graduation,Married,48920.0,0.0,2.0,2013-10-20,93.0,238.0,17.0,68.0,8.0,10.0,6.0,3.0,6.0,2.0,5.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0,61.0,347.0,3.0,4455.0,5.8522024797744745,1.0,1,0,-1,0,Low Value
Master,Together,89120.0,0.0,0.0,2014-03-17,78.0,1168.0,92.0,408.0,72.0,129.0,55.0,1.0,5.0,6.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,11.0,0,66.0,1924.0,1.0,4307.0,7.562681246721884,1.0,0,1,-1,1,High Value
PhD,Together,44124.0,0.0,1.0,2013-05-11,62.0,284.0,0.0,55.0,0.0,6.0,52.0,4.0,6.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,79.0,397.0,2.0,4617.0,5.986452005284438,0.0,1,1,-1,0,Low Value
Master,Single,81169.0,0.0,0.0,2013-04-14,47.0,1288.0,20.0,613.0,80.0,61.0,27.0,1.0,5.0,7.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,50.0,2089.0,1.0,4644.0,7.644919344958857,0.0,0,1,-1,1,High Value
Graduation,Married,36443.0,1.0,1.0,2013-02-03,9.0,65.0,0.0,46.0,4.0,3.0,20.0,4.0,3.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,64.0,138.0,3.0,4714.0,4.9344739331306915,0.0,1,0,-1,0,Low Value
Graduation,Single,26095.0,1.0,0.0,2013-06-30,77.0,11.0,7.0,9.0,3.0,1.0,11.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,35.0,42.0,2.0,4567.0,3.7612001156935624,0.0,1,0,-1,0,Low Value
Graduation,Together,71367.0,0.0,0.0,2013-08-23,24.0,227.0,23.0,389.0,42.0,21.0,75.0,1.0,4.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,66.0,777.0,1.0,4513.0,6.656726524178391,0.0,0,1,-1,1,High Value
Master,Married,80184.0,0.0,0.0,2014-03-01,19.0,1035.0,134.0,670.0,25.0,38.0,0.0,1.0,6.0,3.0,10.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,11.0,0,81.0,1902.0,1.0,4323.0,7.551186867296149,2.0,0,1,-1,1,High Value
Graduation,Divorced,30630.0,1.0,1.0,2014-01-27,67.0,27.0,1.0,12.0,2.0,0.0,10.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,60.0,52.0,3.0,4356.0,3.970291913552122,0.0,1,0,-1,0,Low Value
Master,Single,73454.0,0.0,0.0,2014-03-01,95.0,982.0,73.0,351.0,56.0,14.0,175.0,1.0,2.0,4.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,38.0,1651.0,1.0,4323.0,7.409741954080923,1.0,0,1,-1,1,High Value
Graduation,Married,42691.0,0.0,0.0,2013-08-16,48.0,179.0,2.0,64.0,38.0,17.0,58.0,1.0,5.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,34.0,358.0,1.0,4520.0,5.883322388488279,0.0,1,0,-1,0,Low Value
Graduation,Married,70503.0,0.0,0.0,2012-09-30,73.0,1379.0,33.0,216.0,0.0,33.0,66.0,1.0,2.0,4.0,9.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,11.0,0,72.0,1727.0,1.0,4840.0,7.454719949364001,2.0,0,1,-1,1,High Value
Graduation,Married,25545.0,1.0,0.0,2012-09-08,35.0,32.0,1.0,64.0,16.0,12.0,85.0,3.0,2.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,38.0,210.0,2.0,4862.0,5.351858133476067,0.0,1,0,-1,0,Low Value
Graduation,Married,32880.0,1.0,0.0,2012-12-04,76.0,8.0,4.0,15.0,7.0,6.0,2.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,39.0,42.0,2.0,4775.0,3.7612001156935624,0.0,1,0,0,0,Low Value
PhD,Together,77863.0,0.0,0.0,2013-11-27,20.0,881.0,38.0,319.0,16.0,25.0,12.0,1.0,4.0,5.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,67.0,1291.0,1.0,4417.0,7.163946684342547,0.0,0,1,-1,1,High Value
Master,Married,50353.0,0.0,0.0,2014-06-08,72.0,141.0,15.0,153.0,67.0,31.0,35.0,1.0,4.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,48.0,442.0,1.0,4224.0,6.093569770045136,0.0,0,1,-1,1,High Value
Graduation,Single,61839.0,0.0,0.0,2012-08-12,20.0,1000.0,155.0,379.0,224.0,17.0,120.0,1.0,4.0,8.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,61.0,1895.0,1.0,4889.0,7.547501682814967,0.0,0,1,-1,1,High Value
PhD,Married,49154.0,1.0,1.0,2013-11-03,69.0,206.0,10.0,67.0,30.0,27.0,71.0,6.0,4.0,1.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,65.0,411.0,3.0,4441.0,6.021023349349527,0.0,1,1,-1,1,Low Value
2n Cycle,Widow,47682.0,0.0,1.0,2013-02-15,80.0,162.0,61.0,83.0,97.0,57.0,61.0,4.0,4.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,50.0,521.0,2.0,4702.0,6.257667587882639,0.0,1,0,-1,1,Low Value
Graduation,Single,72679.0,0.0,1.0,2013-09-18,65.0,619.0,54.0,260.0,127.0,54.0,54.0,1.0,4.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,56.0,1168.0,2.0,4487.0,7.063903961472068,0.0,0,1,-1,1,High Value
Master,Together,57954.0,1.0,1.0,2014-06-18,52.0,456.0,4.0,24.0,0.0,0.0,9.0,7.0,8.0,2.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0,48.0,493.0,3.0,4214.0,6.202535517187923,1.0,1,1,-1,0,Low Value
Graduation,Married,65316.0,1.0,1.0,2013-04-24,65.0,112.0,6.0,92.0,3.0,9.0,38.0,2.0,3.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,63.0,260.0,3.0,4634.0,5.564520407322694,0.0,1,0,-1,0,Low Value
Graduation,Single,28567.0,1.0,0.0,2013-06-17,57.0,11.0,3.0,22.0,2.0,2.0,6.0,2.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,43.0,46.0,2.0,4580.0,3.8501476017100584,0.0,1,0,2,0,Low Value
Master,Together,47352.0,0.0,1.0,2013-04-11,70.0,172.0,12.0,112.0,8.0,0.0,15.0,4.0,6.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,74.0,319.0,2.0,4647.0,5.768320995793772,0.0,1,1,-1,0,Low Value
Graduation,Together,44931.0,0.0,1.0,2014-01-18,0.0,78.0,0.0,11.0,0.0,0.0,7.0,1.0,2.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,58.0,96.0,2.0,4365.0,4.574710978503383,0.0,1,0,-1,0,Low Value
Graduation,Divorced,76982.0,0.0,0.0,2014-02-15,19.0,464.0,151.0,292.0,65.0,60.0,30.0,1.0,8.0,3.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,11.0,1,58.0,1062.0,1.0,4337.0,6.968850378341948,1.0,0,1,-1,1,High Value
2n Cycle,Together,57247.0,0.0,1.0,2013-08-08,50.0,99.0,4.0,32.0,37.0,54.0,6.0,2.0,2.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,73.0,232.0,2.0,4528.0,5.4510384535657,0.0,1,1,-1,0,Low Value
Master,Single,22944.0,1.0,0.0,2013-12-23,67.0,19.0,3.0,19.0,4.0,5.0,26.0,3.0,3.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,44.0,76.0,2.0,4391.0,4.343805421853684,0.0,1,0,-1,0,Low Value
2n Cycle,Together,25315.0,1.0,0.0,2013-11-07,46.0,1.0,9.0,8.0,11.0,3.0,22.0,3.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,48.0,54.0,2.0,4437.0,4.007333185232471,0.0,1,0,-1,0,Low Value
Graduation,Widow,43638.0,0.0,1.0,2012-08-06,37.0,63.0,10.0,83.0,7.0,19.0,19.0,2.0,4.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,56.0,201.0,2.0,4895.0,5.308267697401205,0.0,1,0,-1,0,Low Value
PhD,Single,42710.0,1.0,0.0,2012-11-28,38.0,252.0,3.0,42.0,4.0,3.0,102.0,2.0,4.0,5.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,41.0,406.0,2.0,4781.0,6.008813185442595,0.0,1,0,-1,1,Low Value
PhD,Married,84169.0,0.0,0.0,2013-08-07,9.0,1478.0,19.0,403.0,0.0,19.0,0.0,1.0,7.0,6.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,11.0,1,43.0,1919.0,1.0,4529.0,7.560080465021827,2.0,0,1,-1,1,High Value
Graduation,Together,54058.0,0.0,1.0,2013-06-04,56.0,198.0,18.0,252.0,32.0,108.0,54.0,2.0,4.0,6.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,49.0,662.0,2.0,4593.0,6.4967749901858625,0.0,0,1,-1,1,High Value
2n Cycle,Married,24683.0,1.0,0.0,2014-03-08,98.0,8.0,4.0,10.0,6.0,7.0,6.0,2.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,35.0,41.0,2.0,4316.0,3.7376696182833684,0.0,1,0,-1,0,Low Value
Graduation,Widow,85620.0,0.0,0.0,2014-01-07,68.0,416.0,46.0,925.0,60.0,107.0,46.0,1.0,3.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,61.0,1600.0,1.0,4376.0,7.3783837129967145,0.0,0,1,-1,1,High Value
Graduation,Married,47850.0,1.0,0.0,2013-12-03,72.0,42.0,7.0,43.0,20.0,12.0,10.0,1.0,3.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,45.0,134.0,2.0,4411.0,4.90527477843843,0.0,1,0,-1,0,Low Value
Graduation,Married,19514.0,1.0,1.0,2014-01-26,47.0,14.0,3.0,21.0,2.0,1.0,28.0,4.0,3.0,1.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,57.0,69.0,3.0,4357.0,4.248495242049359,1.0,1,0,-1,0,Low Value
Master,Married,27159.0,1.0,1.0,2014-03-29,33.0,17.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,52.0,21.0,3.0,4295.0,3.091042453358316,0.0,1,0,-1,0,Low Value
2n Cycle,Single,39548.0,1.0,1.0,2014-03-31,87.0,15.0,4.0,10.0,3.0,4.0,18.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,62.0,54.0,3.0,4293.0,4.007333185232471,0.0,1,0,-1,0,Low Value
Graduation,Single,21474.0,1.0,0.0,2014-04-08,0.0,6.0,16.0,24.0,11.0,0.0,34.0,2.0,3.0,1.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,36.0,91.0,2.0,4285.0,4.5217885770490405,1.0,1,0,-1,0,Low Value
PhD,Single,60504.0,0.0,1.0,2014-02-07,73.0,458.0,0.0,24.0,6.0,4.0,34.0,2.0,6.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,54.0,526.0,2.0,4345.0,6.267200548541362,0.0,0,1,-1,0,High Value
Graduation,Married,22419.0,0.0,0.0,2013-04-18,74.0,30.0,3.0,47.0,19.0,21.0,42.0,1.0,3.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,62.0,162.0,1.0,4640.0,5.093750200806762,0.0,1,0,-1,0,Low Value
Master,Married,81698.0,0.0,0.0,2013-11-06,4.0,179.0,28.0,520.0,111.0,123.0,47.0,1.0,3.0,8.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,76.0,1008.0,1.0,4438.0,6.9167150203536085,0.0,0,1,-1,1,High Value
Graduation,Together,43462.0,1.0,1.0,2012-09-12,50.0,90.0,17.0,97.0,15.0,6.0,15.0,6.0,4.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,73.0,240.0,3.0,4858.0,5.484796933490655,0.0,1,0,-1,0,Low Value
PhD,Single,54880.0,1.0,0.0,2013-03-01,57.0,308.0,85.0,137.0,102.0,45.0,118.0,2.0,6.0,2.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,47.0,795.0,2.0,4688.0,6.679599185844383,0.0,0,1,-1,1,High Value
Graduation,Married,79908.0,0.0,0.0,2013-04-05,30.0,557.0,129.0,761.0,29.0,185.0,111.0,1.0,5.0,6.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,11.0,0,43.0,1772.0,1.0,4653.0,7.480428306074208,1.0,0,1,-1,1,High Value
